Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1259,1,11/04/26 01:30,"Delta Center, Salt Lake City, UT",Utah Jazz,Memphis Grizzlies,
1260,1,11/04/26 02:00,"Ball Arena, Denver, CO",Denver Nuggets,Oklahoma City Thunder,
1261,1,11/04/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,LA Clippers,
1262,1,11/04/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Golden State Warriors,
1263,1,11/04/26 02:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Phoenix Suns,
1264,1,12/04/26 22:00,"TD Garden, Boston, MA",Boston Celtics,Orlando Magic,
1265,1,12/04/26 22:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Washington Wizards,
1266,1,12/04/26 22:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Detroit Pistons,
1267,1,12/04/26 22:00,"Kaseya Center, Miami, FL",Miami Heat,Atlanta Hawks,
1268,1,12/04/26 22:00,"Madison Square Garden, New York, NY",New York Knicks,Charlotte Hornets,
1269,1,12/04/26 22:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Milwaukee Bucks,
1270,1,12/04/26 22:00,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Brooklyn Nets,
1271,1,13/04/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Chicago Bulls,
1272,1,13/04/26 00:30,"Toyota Center, Houston, TX",Houston Rockets,Memphis Grizzlies,
1273,1,13/04/26 00:30,"Target Center, Minneapolis, MN",Minnesota Timberwolves,New Orleans Pelicans,
1274,1,13/04/26 00:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Phoenix Suns,
1275,1,13/04/26 00:30,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Denver Nuggets,
1276,1,13/04/26 00:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Utah Jazz,
1277,1,13/04/26 00:30,"Intuit Dome, Inglewood, CA",LA Clippers,Golden State Warriors,
1278,1,13/04/26 00:30,"Moda Center, Portland, OR",Portland Trail Blazers,Sacramento Kings,
